TYP_ZVÍŘETE;JMÉNO_ZVÍŘETE;GENDER
Cat;key zebra;M
Tiger;awkward turkey;M
Parrot;royal porpoise;Z
Bear;individual wasp;Z
Fox;insufficient firefly;M
Fox;calm quokka;Z
Tiger;embarrassing pig;Z
Donkey;new pinniped;M
Donkey;experimental tortoise;Z
Cat;grim nightingale;Z
Dog;digital halibut;M
Lizard;varied quelea;Z
Dog;lesser moose;M
Donkey;prior hawk;Z
Dog;neutral landfowl;Z
Lizard;striped crab;Z
Lion;old crane;M
Tiger;odd rhinoceros;M
Donkey;tremendous cat;M
Parrot;terrible silverfish;M
Lion;random frog;M
Dog;passing alpaca;Z
Horse;stale pigeon;M
Cat;gay guanaco;M
Cat;moderate wren;M
Parrot;melted gazelle;M
Bear;moderate flamingo;Z
Dog;extra louse;Z
Lion;sudden wombat;Z
Lizard;burning swordfish;M
Donkey;awful lemming;Z
Lion;mysterious crane;M
Cat;honest lion;Z
Cat;fond opossum;M
Donkey;blue wildcat;Z
Bear;black ocelot;M
Lizard;itchy guan;Z
Lion;naked camel;Z
Lion;bad quokka;Z
Horse;drab clownfish;Z
Fox;select flamingo;M
Tiger;electrical gorilla;M
Horse;grotesque capybara;Z
Dog;melted damselfly;Z
Tiger;striking bee;M
Donkey;sleepy beaver;Z
Tiger;handicapped guanaco;M
Fox;relevant puffin;M
Bear;ambitious haddock;Z
Cat;minor krill;Z
Donkey;prospective reindeer;M
Bear;faithful gerbil;M
Dog;irrelevant lynx;M
Tiger;crooked galliform;Z
Tiger;happy junglefowl;M
Lizard;dirty ferret;M
Horse;little fly;Z
Cat;invisible horse;Z
Parrot;bare donkey;M
Horse;bad viper;Z
Horse;electoral buzzard;M
Parrot;profound guppy;Z
Parrot;happy leech;M
Horse;horrible meadowlark;Z
Fox;rural centipede;Z
Bear;tough dog;M
Parrot;comfortable lemur;M
Dog;voiceless cat;Z
Lion;funny starfish;M
Cat;fiscal wildfowl;M
Tiger;suspicious canid;M
Fox;testy panther;Z
Dog;greasy beaver;Z
Cat;fresh gorilla;Z
Fox;simple planarian;M
Fox;steady bobolink;M
Cat;causal pike;Z
Lion;hot lamprey;M
Dog;round capybara;Z
Cat;legitimate hookworm;M
Lion;bad flyingfish;Z
Lizard;great mockingbird;M
Parrot;excessive ferret;M
Lion;puzzled junglefowl;M
Bear;agreed horse;M
Fox;tiny raccoon;Z
Bear;proud planarian;M
Bear;judicial krill;Z
Bear;unlikely sturgeon;M
Horse;nursing meadowlark;M
Dog;lexical snipe;Z
Fox;poor wallaby;M
Parrot;tall bat;M
Fox;colossal smelt;Z
Tiger;unpleasant monkey;M
Fox;major stork;M
Tiger;absolute beetle;M
Donkey;courageous cockroach;Z
Lizard;excited gamefowl;Z
Cat;pink urial;M
Tiger;philosophical reptile;Z
Fox;biological guineafowl;Z
Lion;defensive basilisk;Z
Donkey;fun penguin;M
Fox;motionless gamefowl;M
Donkey;absolute peafowl;M
Lion;tight cobra;M
Tiger;musical eagle;Z
Donkey;yellow junglefowl;M
Parrot;conventional donkey;Z
Dog;variable quokka;Z
Dog;yellow coral;M
Lizard;happy roundworm;Z
Cat;random orangutan;M
Dog;plain mole;M
Cat;grand starfish;M
Lizard;vague marmot;Z
Tiger;costly mole;Z
Fox;satisfactory finch;Z
Parrot;eligible hyena;M
Horse;liberal worm;Z
Dog;sticky cow;Z
Fox;growing mouse;Z
Lion;grateful leech;M
Donkey;fascinating magpie;M
Tiger;frozen rook;M
Tiger;angry raccoon;Z
Lizard;married silverfish;Z
Parrot;dull wombat;Z
Dog;medical vulture;M
Bear;silly donkey;M
Lion;famous leopard;M
Dog;wooden coyote;Z
Fox;possible cobra;M
Bear;colourful mandrill;Z
Bear;bored mole;M
Lizard;far tern;Z
Cat;odd albatross;Z
Lizard;useful wildfowl;M
Dog;essential gull;M
Cat;electrical gerbil;M
Horse;raspy limpet;M
Cat;smiling parakeet;Z
Parrot;united halibut;Z
Cat;light antlion;M
Lion;other aardvark;M
Tiger;round stingray;Z
Dog;long cattle;Z
Horse;dark gayal;M
Horse;compact carp;Z
Bear;hungry stoat;M
Lion;fancy capybara;Z
Tiger;determined earthworm;M
Cat;quickest hyena;Z
Parrot;charming landfowl;Z
Cat;prior raccoon;M
Parrot;mysterious shrimp;Z
Tiger;injured amphibian;Z
Bear;evolutionary raven;Z
Donkey;historic skink;M
Fox;linguistic lobster;Z
Horse;perfect junglefowl;M
Tiger;misty koi;Z
Horse;explicit goldfish;Z
Horse;passing worm;M
Fox;encouraging chameleon;M
Parrot;lazy leopard;Z
Lion;well flyingfish;Z
Fox;fortunate planarian;M
Dog;managing sheep;Z
Lion;disgusted takin;Z
Horse;young manatee;Z
Donkey;misty aardwolf;Z
Donkey;feminist spider;M
Lion;federal cattle;M
Tiger;divine mollusk;M
Lizard;bold turtle;Z
Dog;prospective hare;Z
Lizard;strange llama;Z
Bear;modest stingray;M
Tiger;naughty squid;M
Fox;genetic falcon;M
Donkey;local mule;M
Lizard;gorgeous panther;M
Fox;solid camel;M
Bear;stiff kingfisher;M
Horse;long stork;Z
Tiger;surviving krill;Z
Fox;associated emu;Z
Tiger;mixed partridge;Z
Bear;magenta damselfly;Z
Lion;defiant centipede;M
Parrot;cheerful giraffe;M
Cat;cold swan;Z
Fox;testy frog;Z
Lizard;illegal tapir;Z
Tiger;adjacent kingfisher;M
Dog;elated turtle;M
Horse;drunk urial;Z
Donkey;near baboon;M
Cat;profitable gibbon;Z
Horse;wet gamefowl;Z
Bear;sweet crab;M
Cat;dear ferret;Z
Lion;early tyrannosaurus;M
Horse;fast finch;Z
Fox;eager opossum;M
Lion;deep ptarmigan;Z
Tiger;burning primate;Z
Fox;colorful minnow;Z
Cat;scary cobra;M
Donkey;vital coyote;M
Dog;ill macaw;M
Tiger;flaky termite;M
Horse;striking tern;M
Dog;accepted finch;M
Lion;passive urial;M
Tiger;hot catshark;M
Lion;clumsy stork;M
Donkey;massive caribou;Z
Lizard;proud lemming;Z
Fox;unchanged dormouse;Z
Bear;previous constrictor;M
Tiger;cultural gull;Z
Tiger;alone booby;Z
Donkey;retired gerbil;Z
Cat;annual grouse;M
Cat;kind minnow;Z
Donkey;doubtful tahr;Z
Donkey;conservation bison;Z
Horse;hurt emu;Z
Donkey;absolute tern;Z
Dog;harsh opossum;Z
Horse;convinced pheasant;M
Bear;honest puma;Z
Dog;coherent lizard;Z
Lizard;sharp xerinae;M
Lizard;scientific tuna;Z
Lion;western otter;M
Horse;added fowl;Z
Tiger;endless crocodile;M
Tiger;junior cobra;M
Fox;repulsive elephant;M
Donkey;bewildered skunk;M
Fox;lazy puffin;M
Parrot;neat krill;M
Lion;estimated yak;Z
Tiger;wonderful firefly;Z
Tiger;plain wildcat;Z
Lion;individual condor;M
Horse;welsh bison;M
Tiger;residential toad;Z
Horse;helpless orca;M
Donkey;amazing mite;M
Lion;narrow stoat;Z
Cat;causal bird;Z
Cat;overwhelming hornet;Z
Cat;cooperative boar;M
Dog;additional fly;M
Parrot;zany goat;Z
Parrot;quiet earthworm;M
Horse;sharp rat;M
Dog;crazy horse;M
Parrot;unfortunate loon;M
Tiger;global kangaroo;Z
Fox;integral bobcat;Z
Fox;romantic chameleon;Z
Fox;combined hummingbird;Z
Cat;resulting thrush;Z
Fox;magnificent vole;M
Dog;complicated antlion;Z
Cat;willing dingo;M
Lion;monetary leech;M
Bear;great salamander;M
Tiger;capitalist armadillo;Z
Tiger;deafening hare;Z
Lion;tart lark;Z
Lion;specified magpie;M
Parrot;gastric turtle;Z
Fox;nice lemur;M
Lizard;graceful wildcat;M
Fox;natural buzzard;Z
Lion;mechanical mockingbird;M
Bear;vivid earthworm;Z
Tiger;accessible seahorse;M
Tiger;itchy peacock;Z
Horse;total gayal;Z
Lion;fascinating horse;M
Donkey;upset sheep;Z
Fox;digital hawk;Z
Donkey;anxious tarantula;Z
Dog;disappointed anglerfish;M
Lion;zany possum;Z
Tiger;chosen swallow;Z
Lion;irrelevant donkey;M
Bear;normal salmon;M
Bear;mad halibut;M
Fox;melodic weasel;Z
Cat;thoughtless bear;Z
Fox;fine beaver;M
Donkey;inevitable chimpanzee;M
Fox;orange scorpion;M
Fox;occupational cicada;Z
Horse;dirty squirrel;Z
Fox;extra moth;M
Donkey;puny dog;M
Tiger;creative earthworm;M
Lion;slippery aphid;Z
Fox;green tuna;M
Parrot;crowded basilisk;Z
Parrot;annoyed shark;M
Parrot;integrated dormouse;Z
Fox;innocent panther;M
Tiger;straight skink;M
Bear;dusty bison;M
Tiger;excess impala;Z
Lion;extreme echidna;M
Cat;subtle lobster;M
Dog;dual cow;M
Lizard;suspicious wildfowl;M
Bear;loud koala;Z
Cat;marvellous xerinae;Z
Lizard;distinguished whale;Z
Fox;hon haddock;Z
Fox;light yak;M
Lion;vivacious dragon;M
Donkey;concerned kangaroo;Z
Parrot;crucial alpaca;M
Tiger;teenage snail;Z
Dog;splendid gull;Z
Dog;new roadrunner;Z
Lizard;harsh shrimp;M
Horse;ok stoat;M
Lion;interesting ferret;M
Lion;rolling horse;Z
Parrot;normal dinosaur;Z
Parrot;wicked beaver;M
Tiger;conservation albatross;Z
Cat;arrogant stingray;M
Lion;angry hornet;M
Lizard;feminist clam;M
Tiger;preferred ermine;M
Cat;horizontal slug;Z
Horse;local mite;M
Bear;profitable tick;Z
Donkey;temporary guppy;Z
Lizard;small kiwi;Z
Parrot;used carp;M
Horse;thundering worm;Z
Lion;normal rat;Z
Bear;friendly carp;Z
Lion;rare leopon;M
Bear;light bedbug;M
Donkey;proper baboon;Z
Lion;broken grasshopper;M
Cat;rare bird;Z
Cat;cold raccoon;Z
Fox;annoyed condor;M
Bear;kind yak;Z
Cat;valid goat;M
Dog;awkward goldfish;M
Bear;socialist dog;Z
Bear;associated slug;Z
Fox;secret fox;M
Lizard;depressed viper;Z
Bear;easy hornet;M
Bear;sophisticated goat;Z
Lion;administrative bonobo;M
Tiger;sudden lungfish;M
Lizard;semantic booby;Z
Horse;wrong salamander;Z
Dog;impossible panther;M
Lizard;tame rhinoceros;M
Fox;isolated elk;M
Fox;far slug;Z
Cat;creepy slug;Z
Fox;silky dinosaur;Z
Bear;okay ferret;M
Bear;ugly quelea;M
Dog;rich starfish;Z
Fox;roasted mandrill;M
Tiger;sparkling dingo;Z
Donkey;obliged cephalopod;Z
Dog;courageous guppy;Z
Bear;systematic ladybug;Z
Cat;promising pig;M
Dog;dirty cephalopod;M
Dog;far vulture;Z
Horse;extreme condor;Z
Lion;noisy manatee;Z
Parrot;invisible sailfish;M
Horse;young hummingbird;Z
Lizard;high shrew;M
Dog;physical jackal;Z
Tiger;ordinary sparrow;M
Bear;orthodox wren;M
Cat;toxic galliform;Z
Dog;straight woodpecker;M
Dog;unable bug;Z
Tiger;ripe rabbit;M
Bear;yellow ant;Z
Cat;immediate eagle;M
Parrot;surprised lamprey;M
Bear;super mastodon;Z
Tiger;determined skink;Z
Donkey;enormous mule;M
Horse;romantic crane;Z
Tiger;continued warbler;M
Dog;random lemur;M
Cat;widespread aphid;M
Cat;extended llama;Z
Parrot;puny possum;M
Cat;defeated sheep;M
Tiger;ripe bobcat;Z
Lizard;manual rabbit;Z
Tiger;pink tick;Z
Lizard;genuine haddock;M
Bear;suitable flyingfish;Z
Tiger;statistical moose;M
Lizard;acute starfish;Z
Fox;added vole;M
Tiger;premier snipe;Z
Fox;top warbler;Z
Fox;tired wildcat;Z
Cat;dynamic scorpion;M
Cat;familiar dormouse;Z
Cat;late hookworm;M
Cat;distinguished lynx;Z
Dog;foreign gayal;M
Cat;proud antlion;Z
Lion;loud duck;Z
Horse;salty otter;M
Donkey;abstract mollusk;Z
Fox;shocked bass;M
Lion;innocent donkey;M
Dog;classic lamprey;Z
Lion;ready wombat;Z
Dog;proper ferret;Z
Donkey;misleading guineafowl;Z
Lizard;flying cardinal;M
Cat;special anglerfish;M
Horse;modest penguin;M
Cat;overall chicken;Z
Horse;flat buzzard;M
Lion;cold wildcat;M
Dog;slim sheep;Z
Lizard;orange coral;Z
Cat;purple chipmunk;Z
Lizard;purple marlin;Z
Bear;unsightly caribou;Z
Cat;applicable jaguar;M
Donkey;pleased dormouse;M
Fox;deafening prawn;M
Bear;fat egret;Z
Tiger;great tortoise;M
Bear;jealous whale;M
Donkey;rich bird;M
Dog;healthy tiger;M
Horse;alleged gayal;Z
Parrot;uptight tern;Z
Bear;evolutionary monkey;Z
Fox;leading ox;Z
Cat;optimistic hyena;M
Tiger;passive pony;M
Dog;select wildebeest;M
Lizard;plastic viper;Z
Cat;still antelope;M
Lizard;crooked tern;Z
Dog;creepy cobra;Z
Horse;delicious sole;Z
Horse;real alligator;Z
Cat;alright hamster;Z
Lion;sorry cephalopod;M
Horse;perfect gerbil;Z
Lizard;sticky dingo;M
Fox;grey firefly;Z
Lion;worldwide hawk;Z
Fox;superb peacock;Z
Lizard;technical fish;Z
Parrot;potential catshark;Z
Lizard;poised cheetah;Z
Fox;binding vulture;M
Dog;criminal elk;Z
Parrot;unknown junglefowl;Z
Dog;lucky fox;Z
Lion;back barracuda;M
Cat;underlying mackerel;M
Bear;back possum;M
Lion;just chicken;Z
Dog;grey swan;Z
Lion;electronic viper;Z
Horse;testy canidae;Z
Lizard;systematic porcupine;Z
Donkey;fierce swallow;Z
Fox;funny clam;M
Horse;colonial caterpillar;Z
Bear;delicious moth;Z
Lizard;wild vicuna;M
Bear;involved aphid;M
Cat;welcome sheep;M
Lizard;familiar giraffe;M
Cat;involved beaver;M
Donkey;just gerbil;Z
Bear;pretty crawdad;M
Horse;ideological krill;Z
Dog;magenta bug;Z
Lizard;increasing bobolink;Z
Tiger;little orca;Z
Bear;excited crocodile;M
Horse;broad goat;M
Lion;intermediate parrotfish;M
Bear;squealing turtle;M
Bear;artistic alpaca;Z
Fox;subjective owl;Z
Parrot;swiss earthworm;Z
Lizard;necessary limpet;M
Donkey;unable marmoset;M
Fox;oral quail;Z
Bear;back cow;Z
Bear;improved bug;Z
Parrot;developing woodpecker;Z
Lion;coastal donkey;M
Fox;loud goat;Z
Bear;acceptable mosquito;M
Parrot;intelligent pike;Z
Bear;rich landfowl;Z
Fox;administrative cattle;Z
Tiger;foreign cicada;Z
Lizard;traditional parakeet;M
Cat;unexpected chameleon;Z
Dog;ambitious ocelot;M
Lion;dirty hippopotamus;M
Lizard;crazy toad;M
Fox;fair minnow;Z
Lizard;itchy porcupine;M
Tiger;perfect penguin;M
Lion;legislative ferret;M
Lizard;delightful piranha;M
Parrot;orange emu;Z
Horse;anxious lizard;M
Tiger;rapid louse;Z
Fox;quiet coral;M
Tiger;ancient antelope;M
Bear;chubby tahr;M
Horse;top lark;M
Horse;suspicious vole;M
Donkey;profound raven;M
Lizard;loose canid;M
Donkey;binding ocelot;Z
Lion;subsequent ant;M
Donkey;effective lizard;Z
Parrot;silent lizard;Z
Lion;technological junglefowl;Z
Donkey;brave duck;M
Fox;bad toucan;M
Parrot;high iguana;M
Cat;round bedbug;Z
Cat;chosen alligator;M
Donkey;hissing wasp;M
Parrot;tremendous boa;M
Dog;dusty koi;Z
Bear;curly scorpion;M
Bear;just anaconda;Z
Horse;grim wolverine;Z
Bear;quaint asp;Z
Lion;plastic xerinae;Z
Lizard;ok parakeet;M
Donkey;harsh anaconda;M
Bear;automatic tahr;M
Bear;roman lungfish;Z
Dog;conservative dinosaur;Z
Donkey;magnificent chicken;M
Bear;troubled cat;Z
Lion;nice weasel;M
Horse;glad halibut;M
Horse;international moose;M
Lion;operational crocodile;Z
Dog;cheerful carp;M
Parrot;welsh silverfish;Z
Lion;mute deer;Z
Cat;nuclear chameleon;Z
Tiger;helpful nightingale;M
Lizard;foolish whitefish;M
Donkey;awful octopus;Z
Parrot;short tick;M
Lizard;bare squirrel;M
Bear;certain rooster;M
Tiger;rough cobra;Z
Parrot;useful horse;Z
Lion;brave skink;M
Dog;lesser horse;M
Tiger;friendly snail;Z
Horse;plain egret;Z
Donkey;empty dog;M
Horse;short dragonfly;Z
Bear;solid wildebeest;Z
Dog;dreadful wildcat;Z
Dog;positive crocodile;M
Horse;few catshark;Z
Horse;evolutionary falcon;M
Lizard;victorian lion;M
Lizard;illegal bobcat;Z
Fox;damp toad;M
Donkey;still pelican;Z
Bear;gigantic hamster;M
Cat;furious ptarmigan;Z
Bear;helpful duck;Z
Fox;crowded falcon;M
Bear;capitalist newt;Z
Parrot;combined rooster;M
Horse;isolated bobolink;M
Lizard;slow wallaby;Z
Donkey;cold parakeet;Z
Lizard;missing lamprey;M
Bear;unknown boa;Z
Horse;related swordtail;M
Donkey;functional boar;Z
Fox;desirable snail;M
Parrot;shaggy turtle;Z
Fox;foolish gull;M
Lizard;compact slug;Z
Bear;proud lamprey;M
Parrot;fascinating emu;M
Cat;rare muskox;M
Lizard;noisy cat;M
Fox;decisive lynx;Z
Parrot;alleged gull;M
Cat;increasing catfish;Z
Lion;overall leech;M
Parrot;indirect ape;Z
Bear;blushing pinniped;Z
Lion;creepy hare;Z
Tiger;preliminary marsupial;M
Cat;big goat;Z
Parrot;racial yak;M
Horse;surprised spoonbill;M
Lizard;perfect lynx;M
Lizard;brainy kangaroo;M
Dog;unchanged limpet;Z
Bear;current chicken;Z
Horse;fuzzy zebra;Z
Dog;damp gamefowl;Z
Dog;lexical sheep;Z
Fox;negative bug;M
Parrot;outdoor parakeet;M
Horse;depressed aardwolf;M
Parrot;shivering bobcat;Z
Parrot;deaf cougar;Z
Bear;outstanding catshark;M
Lizard;misty chipmunk;M
Lion;supreme smelt;Z
Horse;scary antlion;M
Bear;okay rabbit;Z
Donkey;frantic elephant;M
Dog;purple angelfish;Z
Lion;serious parakeet;M
Lion;proposed angelfish;Z
Parrot;gradual lynx;Z
Tiger;coastal bonobo;M
Horse;diverse tyrannosaurus;M
Dog;left pony;Z
Dog;cruel owl;M
Lion;middle seahorse;M
Bear;short elk;Z
Bear;shared kangaroo;Z
Fox;late rhinoceros;M
Donkey;nearby spoonbill;M
Cat;changing primate;Z
Bear;vocational goose;M
Bear;unable lungfish;M
Lizard;brilliant lizard;M
Parrot;difficult worm;M
Fox;loud toucan;Z
Bear;rich eel;Z
Lizard;given amphibian;Z
Tiger;open quail;Z
Horse;arrogant walrus;Z
Horse;radical salamander;M
Tiger;meaningful blackbird;M
Horse;conservation gerbil;Z
Bear;gentle scorpion;Z
Lizard;racial caterpillar;M
Cat;determined anaconda;Z
Donkey;impossible hyena;Z
Dog;unpleasant lobster;Z
Dog;technological lynx;Z
Dog;breakable cardinal;M
Cat;plastic loon;Z
Cat;impressed quelea;M
Parrot;communist raven;M
Lizard;digital bonobo;Z
Fox;boiling wombat;M
Fox;conservation heron;M
Horse;sad puma;M
Lion;domestic hummingbird;Z
Fox;frozen stingray;Z
Parrot;sad camel;Z
Cat;glamorous louse;M
Parrot;elderly donkey;M
Parrot;alleged grasshopper;Z
Fox;elated goose;Z
Cat;drab anglerfish;Z
Tiger;awake primate;M
Donkey;nursing guanaco;Z
Lion;accused hare;Z
Lion;scattered sole;Z
Donkey;smart thrush;Z
Horse;sensitive cougar;Z
Horse;intense leech;M
Donkey;combined ferret;Z
Cat;due rabbit;M
Donkey;bare takin;M
Cat;tricky bass;Z
Donkey;representative cicada;M
Dog;unwilling earwig;Z
Donkey;exciting meadowlark;Z
Fox;solar mackerel;Z
Donkey;classic buzzard;M
Tiger;fierce ox;M
Bear;shrill dove;Z
Donkey;mobile ladybug;M
Parrot;sexual peacock;Z
Cat;broad pheasant;Z
Horse;fancy alpaca;M
Lizard;statutory cow;Z
Bear;top buzzard;Z
Tiger;colorful frog;M
Donkey;charming roadrunner;Z
Lion;single muskox;Z
Parrot;musical gopher;M
Fox;implicit salmon;Z
Cat;cruel tyrannosaurus;M
Tiger;anonymous parrotfish;M
Fox;initial aardwolf;Z
Bear;valid falcon;Z
Horse;established lizard;Z
Horse;artificial mastodon;M
Tiger;ultimate meadowlark;M
Fox;common squid;Z
Donkey;lexical rook;Z
Dog;breezy wren;Z
Parrot;evil catshark;Z
Lizard;provincial herring;Z
Lizard;bewildered iguana;Z
Fox;outstanding prawn;M
Fox;coming lungfish;M
Dog;encouraging koi;Z
Cat;live earwig;M
Bear;consistent turkey;M
Parrot;implicit cuckoo;M
Lizard;spectacular wildebeest;Z
Horse;modest badger;M
Bear;careful elk;M
Parrot;pleasant tarantula;Z
Tiger;fair beaver;M
Donkey;current cow;M
Cat;depressed bear;Z
Cat;big tahr;M
Fox;spotty cardinal;Z
Lizard;delicious kite;Z
Fox;informal cicada;M
Parrot;neutral stoat;M
Cat;eldest gerbil;Z
Dog;hard crow;Z
Horse;pure tuna;Z
Bear;gleaming otter;M
Cat;victorious stoat;M
Horse;close frog;M
Horse;comprehensive catfish;Z
Bear;soft damselfly;M
Tiger;formal bandicoot;Z
Bear;extended lynx;M
Bear;orange tarantula;Z
Parrot;anxious hawk;M
Fox;unemployed mosquito;M
Parrot;sad chicken;M
Lion;evident limpet;Z
Lizard;proposed koi;M
Dog;big ermine;Z
Tiger;statutory kiwi;M
Dog;occasional antelope;M
Fox;objective snail;Z
Lion;peculiar rook;M
Lion;wet canid;Z
Donkey;applicable snail;M
Horse;sour rabbit;M
Lizard;curious blackbird;M
Lion;planned wasp;Z
Cat;historic sailfish;M
Cat;absent mackerel;M
Dog;lucky cattle;Z
Tiger;political panda;Z
Cat;coherent crow;M
Parrot;deep anglerfish;Z
Parrot;uncertain cod;M
Lizard;unexpected pelican;M
Tiger;arbitrary guppy;Z
Tiger;reliable caribou;Z
Lizard;rival platypus;Z
Dog;excellent chameleon;M
Dog;above sole;Z
Cat;quick quokka;M
Tiger;competent walrus;M
Bear;sacred magpie;Z
Lion;imaginative nightingale;Z
Horse;grotesque grasshopper;M
Horse;variable xerinae;Z
Lizard;resident ostrich;Z
Parrot;cute leopard;Z
Cat;weekly ocelot;M
Donkey;sorry bison;M
Bear;famous swordfish;Z
Parrot;numerous salmon;Z
Bear;dependent cow;M
Parrot;medical mackerel;Z
Bear;tremendous goat;M
Tiger;perfect cheetah;Z
Cat;desperate catfish;Z
Donkey;mysterious crayfish;M
Fox;weary galliform;Z
Lizard;uptight smelt;M
Bear;plain chimpanzee;M
Lion;fatal beaver;M
Donkey;fashionable boar;M
Lizard;new meerkat;M
Cat;black tortoise;M
Cat;short chicken;Z
Tiger;white meerkat;M
Cat;imperial llama;Z
Dog;silly aardvark;Z
Cat;psychological panda;M
Parrot;dirty woodpecker;Z
Dog;ridiculous guanaco;Z
Dog;obliged tahr;Z
Dog;concerned jaguar;Z
Lion;dead cattle;M
Lizard;easy chipmunk;Z
Lizard;juicy termite;M
Parrot;distinct catfish;Z
Parrot;imperial blackbird;Z
Bear;exciting tern;Z
Dog;ordinary mockingbird;Z
Bear;lovely hawk;M
Lizard;active quokka;M
Horse;applicable anaconda;M
Fox;zany beaver;M
Cat;decisive baboon;M
Dog;architectural mongoose;M
Parrot;new tiglon;M
Horse;straight pig;Z
Parrot;bewildered catshark;M
Horse;sleepy reptile;M
Fox;round coral;M
Lion;devoted swift;M
Cat;literary butterfly;M
Horse;magnificent gayal;M
Dog;disciplinary junglefowl;Z
Parrot;modern shrew;M
Donkey;fun narwhal;Z
Lion;unknown chinchilla;Z
Bear;coherent bandicoot;M
Fox;expensive walrus;Z
Cat;honest cat;Z
Parrot;helpful narwhal;Z
Lizard;coherent booby;M
Lizard;main skink;M
Bear;conservative cat;Z
Bear;prickly aphid;Z
Bear;stuck salmon;Z
Donkey;electric whippet;M
Lion;agreed silkworm;Z
Parrot;hard lemming;M
Cat;insufficient dinosaur;M
Horse;secure gibbon;Z
Fox;commercial cattle;M
Lion;hard goat;M
Parrot;green cardinal;Z
Cat;smooth gull;Z
Parrot;operational skunk;Z
Lizard;acute dolphin;Z
Fox;functional goose;M
Fox;organic anaconda;M
Bear;giant gazelle;M
Lizard;back shrimp;Z
Dog;terrible dog;Z
Dog;possible porpoise;Z
Lizard;attractive bonobo;M
Lion;doubtful lion;M
Lion;elaborate mandrill;M
Bear;political mandrill;Z
Lion;awake monkey;Z
Dog;lesser butterfly;Z
Bear;hushed crocodile;Z
Donkey;lonely rooster;Z
Lizard;long landfowl;Z
Tiger;medieval takin;M
Parrot;absent smelt;Z
Lizard;rainy manatee;Z
Dog;awkward bass;Z
Parrot;economic whale;M
Dog;mysterious boa;M
Lion;overall boar;Z
Donkey;homeless goose;Z
Bear;precious roadrunner;Z
Cat;thorough mite;Z
Dog;economic bobcat;M
Fox;quick sawfish;Z
Bear;instant chicken;M
Donkey;powerful pelican;Z
Horse;sympathetic meerkat;M
Lion;rainy armadillo;Z
Lizard;different wolf;M
Tiger;helpful spider;M
Bear;ripe bobcat;Z
Fox;drab bear;M
Tiger;pleasant wasp;M
Dog;small llama;Z
Donkey;extraordinary louse;Z
Horse;realistic silkworm;M
Lion;dry caribou;M
Fox;live haddock;M
Bear;alive mockingbird;Z
Lizard;low dolphin;M
Fox;melted whale;M
Dog;adverse gerbil;M
Lizard;compatible owl;M
Tiger;tender camel;M
Tiger;tight dragonfly;Z
Bear;mature pike;Z
Donkey;tricky lemming;M
Lizard;disappointed mule;Z
Dog;skilled tick;Z
Lizard;horizontal takin;M
Parrot;vague zebra;Z
Dog;socialist mollusk;M
Fox;famous mongoose;Z
Dog;nervous cow;M
Tiger;inclined gecko;Z
Tiger;satisfied ermine;Z
Donkey;extended seahorse;Z
Lion;combative ladybug;M
Dog;neighbouring salamander;M
Horse;northern manatee;Z
Lion;similar muskox;Z
Lizard;front lemur;Z
Lizard;silly angelfish;M
Bear;associated halibut;Z
Tiger;swift lungfish;M
Bear;average pig;Z
Donkey;horizontal flyingfish;Z
Tiger;confused grasshopper;M
Cat;independent boa;M
Bear;direct locust;M
Tiger;mushy goldfish;Z
Lizard;miserable canid;M
Lizard;round xerinae;M
Tiger;hard meadowlark;Z
Fox;firm locust;M
Cat;public squirrel;Z
Bear;sympathetic elk;Z
Lizard;wooden bonobo;M
Lizard;communist constrictor;Z
